cancer_type,NCT Number,Study Title,Sponsor,Phases,Enrollment,Funder Type,Locations,Study Documents,Zipcode
solid,NCT06241456,"FT825/ONO-8250, an Off-the-Shelf, HER2 CAR-T, With or Without Monoclonal Antibodies in Advanced Solid Tumors",Fate Therapeutics,PHASE1,351,INDUSTRY,"Banner MD Anderson Cancer Center, Gilbert, Arizona, 85234, United States|University of California San Diego Moores Cancer Center, La Jolla, California, 92037, United States|Yale New Haven Hospital - Yale Cancer Center, New Haven, Connecticut, 06510, United States|University of Chicago Medical Center, Chicago, Illinois, 60637, United States|Karmanos Cancer Institute, Detroit, Michigan, 48201, United States|University of Minnesota Medical School, Minneapolis, Minnesota, 55455, United States|Washington University School of Medicine, St Louis, Missouri, 63110, United States|Memorial Sloan Kettering Cancer Center, New York, New York, 10065, United States|Oncology Hematology Care Clinial Trials, Cincinnati, Ohio, 45242, United States|Ohio State University - Comprehensive Cancer Center, Columbus, Ohio, 43210, United States|OU Health Stephenson Cancer Center, Oklahoma City, Oklahoma, 73104, United States|Thomas Jefferson University, Sidney Kimmel Cancer Center, Philadelphia, Pennsylvania, 19107, United States|Sarah Cannon Research Institute (SCRI) - Oncology Partners, Nashville, Tennessee, 37203, United States|The University of Texas MD Anderson Cancer Center, Houston, Texas, 77030, United States",,60637
solid,NCT06241456,"FT825/ONO-8250, an Off-the-Shelf, HER2 CAR-T, With or Without Monoclonal Antibodies in Advanced Solid Tumors",Fate Therapeutics,PHASE1,351,INDUSTRY,"Banner MD Anderson Cancer Center, Gilbert, Arizona, 85234, United States|University of California San Diego Moores Cancer Center, La Jolla, California, 92037, United States|Yale New Haven Hospital - Yale Cancer Center, New Haven, Connecticut, 06510, United States|University of Chicago Medical Center, Chicago, Illinois, 60637, United States|Karmanos Cancer Institute, Detroit, Michigan, 48201, United States|University of Minnesota Medical School, Minneapolis, Minnesota, 55455, United States|Washington University School of Medicine, St Louis, Missouri, 63110, United States|Memorial Sloan Kettering Cancer Center, New York, New York, 10065, United States|Oncology Hematology Care Clinial Trials, Cincinnati, Ohio, 45242, United States|Ohio State University - Comprehensive Cancer Center, Columbus, Ohio, 43210, United States|OU Health Stephenson Cancer Center, Oklahoma City, Oklahoma, 73104, United States|Thomas Jefferson University, Sidney Kimmel Cancer Center, Philadelphia, Pennsylvania, 19107, United States|Sarah Cannon Research Institute (SCRI) - Oncology Partners, Nashville, Tennessee, 37203, United States|The University of Texas MD Anderson Cancer Center, Houston, Texas, 77030, United States",,48201
solid,NCT06241456,"FT825/ONO-8250, an Off-the-Shelf, HER2 CAR-T, With or Without Monoclonal Antibodies in Advanced Solid Tumors",Fate Therapeutics,PHASE1,351,INDUSTRY,"Banner MD Anderson Cancer Center, Gilbert, Arizona, 85234, United States|University of California San Diego Moores Cancer Center, La Jolla, California, 92037, United States|Yale New Haven Hospital - Yale Cancer Center, New Haven, Connecticut, 06510, United States|University of Chicago Medical Center, Chicago, Illinois, 60637, United States|Karmanos Cancer Institute, Detroit, Michigan, 48201, United States|University of Minnesota Medical School, Minneapolis, Minnesota, 55455, United States|Washington University School of Medicine, St Louis, Missouri, 63110, United States|Memorial Sloan Kettering Cancer Center, New York, New York, 10065, United States|Oncology Hematology Care Clinial Trials, Cincinnati, Ohio, 45242, United States|Ohio State University - Comprehensive Cancer Center, Columbus, Ohio, 43210, United States|OU Health Stephenson Cancer Center, Oklahoma City, Oklahoma, 73104, United States|Thomas Jefferson University, Sidney Kimmel Cancer Center, Philadelphia, Pennsylvania, 19107, United States|Sarah Cannon Research Institute (SCRI) - Oncology Partners, Nashville, Tennessee, 37203, United States|The University of Texas MD Anderson Cancer Center, Houston, Texas, 77030, United States",,55455
solid,NCT06241456,"FT825/ONO-8250, an Off-the-Shelf, HER2 CAR-T, With or Without Monoclonal Antibodies in Advanced Solid Tumors",Fate Therapeutics,PHASE1,351,INDUSTRY,"Banner MD Anderson Cancer Center, Gilbert, Arizona, 85234, United States|University of California San Diego Moores Cancer Center, La Jolla, California, 92037, United States|Yale New Haven Hospital - Yale Cancer Center, New Haven, Connecticut, 06510, United States|University of Chicago Medical Center, Chicago, Illinois, 60637, United States|Karmanos Cancer Institute, Detroit, Michigan, 48201, United States|University of Minnesota Medical School, Minneapolis, Minnesota, 55455, United States|Washington University School of Medicine, St Louis, Missouri, 63110, United States|Memorial Sloan Kettering Cancer Center, New York, New York, 10065, United States|Oncology Hematology Care Clinial Trials, Cincinnati, Ohio, 45242, United States|Ohio State University - Comprehensive Cancer Center, Columbus, Ohio, 43210, United States|OU Health Stephenson Cancer Center, Oklahoma City, Oklahoma, 73104, United States|Thomas Jefferson University, Sidney Kimmel Cancer Center, Philadelphia, Pennsylvania, 19107, United States|Sarah Cannon Research Institute (SCRI) - Oncology Partners, Nashville, Tennessee, 37203, United States|The University of Texas MD Anderson Cancer Center, Houston, Texas, 77030, United States",,63110
solid,NCT06241456,"FT825/ONO-8250, an Off-the-Shelf, HER2 CAR-T, With or Without Monoclonal Antibodies in Advanced Solid Tumors",Fate Therapeutics,PHASE1,351,INDUSTRY,"Banner MD Anderson Cancer Center, Gilbert, Arizona, 85234, United States|University of California San Diego Moores Cancer Center, La Jolla, California, 92037, United States|Yale New Haven Hospital - Yale Cancer Center, New Haven, Connecticut, 06510, United States|University of Chicago Medical Center, Chicago, Illinois, 60637, United States|Karmanos Cancer Institute, Detroit, Michigan, 48201, United States|University of Minnesota Medical School, Minneapolis, Minnesota, 55455, United States|Washington University School of Medicine, St Louis, Missouri, 63110, United States|Memorial Sloan Kettering Cancer Center, New York, New York, 10065, United States|Oncology Hematology Care Clinial Trials, Cincinnati, Ohio, 45242, United States|Ohio State University - Comprehensive Cancer Center, Columbus, Ohio, 43210, United States|OU Health Stephenson Cancer Center, Oklahoma City, Oklahoma, 73104, United States|Thomas Jefferson University, Sidney Kimmel Cancer Center, Philadelphia, Pennsylvania, 19107, United States|Sarah Cannon Research Institute (SCRI) - Oncology Partners, Nashville, Tennessee, 37203, United States|The University of Texas MD Anderson Cancer Center, Houston, Texas, 77030, United States",,10065
solid,NCT06241456,"FT825/ONO-8250, an Off-the-Shelf, HER2 CAR-T, With or Without Monoclonal Antibodies in Advanced Solid Tumors",Fate Therapeutics,PHASE1,351,INDUSTRY,"Banner MD Anderson Cancer Center, Gilbert, Arizona, 85234, United States|University of California San Diego Moores Cancer Center, La Jolla, California, 92037, United States|Yale New Haven Hospital - Yale Cancer Center, New Haven, Connecticut, 06510, United States|University of Chicago Medical Center, Chicago, Illinois, 60637, United States|Karmanos Cancer Institute, Detroit, Michigan, 48201, United States|University of Minnesota Medical School, Minneapolis, Minnesota, 55455, United States|Washington University School of Medicine, St Louis, Missouri, 63110, United States|Memorial Sloan Kettering Cancer Center, New York, New York, 10065, United States|Oncology Hematology Care Clinial Trials, Cincinnati, Ohio, 45242, United States|Ohio State University - Comprehensive Cancer Center, Columbus, Ohio, 43210, United States|OU Health Stephenson Cancer Center, Oklahoma City, Oklahoma, 73104, United States|Thomas Jefferson University, Sidney Kimmel Cancer Center, Philadelphia, Pennsylvania, 19107, United States|Sarah Cannon Research Institute (SCRI) - Oncology Partners, Nashville, Tennessee, 37203, United States|The University of Texas MD Anderson Cancer Center, Houston, Texas, 77030, United States",,45242
solid,NCT06241456,"FT825/ONO-8250, an Off-the-Shelf, HER2 CAR-T, With or Without Monoclonal Antibodies in Advanced Solid Tumors",Fate Therapeutics,PHASE1,351,INDUSTRY,"Banner MD Anderson Cancer Center, Gilbert, Arizona, 85234, United States|University of California San Diego Moores Cancer Center, La Jolla, California, 92037, United States|Yale New Haven Hospital - Yale Cancer Center, New Haven, Connecticut, 06510, United States|University of Chicago Medical Center, Chicago, Illinois, 60637, United States|Karmanos Cancer Institute, Detroit, Michigan, 48201, United States|University of Minnesota Medical School, Minneapolis, Minnesota, 55455, United States|Washington University School of Medicine, St Louis, Missouri, 63110, United States|Memorial Sloan Kettering Cancer Center, New York, New York, 10065, United States|Oncology Hematology Care Clinial Trials, Cincinnati, Ohio, 45242, United States|Ohio State University - Comprehensive Cancer Center, Columbus, Ohio, 43210, United States|OU Health Stephenson Cancer Center, Oklahoma City, Oklahoma, 73104, United States|Thomas Jefferson University, Sidney Kimmel Cancer Center, Philadelphia, Pennsylvania, 19107, United States|Sarah Cannon Research Institute (SCRI) - Oncology Partners, Nashville, Tennessee, 37203, United States|The University of Texas MD Anderson Cancer Center, Houston, Texas, 77030, United States",,43210
solid,NCT06241456,"FT825/ONO-8250, an Off-the-Shelf, HER2 CAR-T, With or Without Monoclonal Antibodies in Advanced Solid Tumors",Fate Therapeutics,PHASE1,351,INDUSTRY,"Banner MD Anderson Cancer Center, Gilbert, Arizona, 85234, United States|University of California San Diego Moores Cancer Center, La Jolla, California, 92037, United States|Yale New Haven Hospital - Yale Cancer Center, New Haven, Connecticut, 06510, United States|University of Chicago Medical Center, Chicago, Illinois, 60637, United States|Karmanos Cancer Institute, Detroit, Michigan, 48201, United States|University of Minnesota Medical School, Minneapolis, Minnesota, 55455, United States|Washington University School of Medicine, St Louis, Missouri, 63110, United States|Memorial Sloan Kettering Cancer Center, New York, New York, 10065, United States|Oncology Hematology Care Clinial Trials, Cincinnati, Ohio, 45242, United States|Ohio State University - Comprehensive Cancer Center, Columbus, Ohio, 43210, United States|OU Health Stephenson Cancer Center, Oklahoma City, Oklahoma, 73104, United States|Thomas Jefferson University, Sidney Kimmel Cancer Center, Philadelphia, Pennsylvania, 19107, United States|Sarah Cannon Research Institute (SCRI) - Oncology Partners, Nashville, Tennessee, 37203, United States|The University of Texas MD Anderson Cancer Center, Houston, Texas, 77030, United States",,73104
solid,NCT06241456,"FT825/ONO-8250, an Off-the-Shelf, HER2 CAR-T, With or Without Monoclonal Antibodies in Advanced Solid Tumors",Fate Therapeutics,PHASE1,351,INDUSTRY,"Banner MD Anderson Cancer Center, Gilbert, Arizona, 85234, United States|University of California San Diego Moores Cancer Center, La Jolla, California, 92037, United States|Yale New Haven Hospital - Yale Cancer Center, New Haven, Connecticut, 06510, United States|University of Chicago Medical Center, Chicago, Illinois, 60637, United States|Karmanos Cancer Institute, Detroit, Michigan, 48201, United States|University of Minnesota Medical School, Minneapolis, Minnesota, 55455, United States|Washington University School of Medicine, St Louis, Missouri, 63110, United States|Memorial Sloan Kettering Cancer Center, New York, New York, 10065, United States|Oncology Hematology Care Clinial Trials, Cincinnati, Ohio, 45242, United States|Ohio State University - Comprehensive Cancer Center, Columbus, Ohio, 43210, United States|OU Health Stephenson Cancer Center, Oklahoma City, Oklahoma, 73104, United States|Thomas Jefferson University, Sidney Kimmel Cancer Center, Philadelphia, Pennsylvania, 19107, United States|Sarah Cannon Research Institute (SCRI) - Oncology Partners, Nashville, Tennessee, 37203, United States|The University of Texas MD Anderson Cancer Center, Houston, Texas, 77030, United States",,19107
solid,NCT06241456,"FT825/ONO-8250, an Off-the-Shelf, HER2 CAR-T, With or Without Monoclonal Antibodies in Advanced Solid Tumors",Fate Therapeutics,PHASE1,351,INDUSTRY,"Banner MD Anderson Cancer Center, Gilbert, Arizona, 85234, United States|University of California San Diego Moores Cancer Center, La Jolla, California, 92037, United States|Yale New Haven Hospital - Yale Cancer Center, New Haven, Connecticut, 06510, United States|University of Chicago Medical Center, Chicago, Illinois, 60637, United States|Karmanos Cancer Institute, Detroit, Michigan, 48201, United States|University of Minnesota Medical School, Minneapolis, Minnesota, 55455, United States|Washington University School of Medicine, St Louis, Missouri, 63110, United States|Memorial Sloan Kettering Cancer Center, New York, New York, 10065, United States|Oncology Hematology Care Clinial Trials, Cincinnati, Ohio, 45242, United States|Ohio State University - Comprehensive Cancer Center, Columbus, Ohio, 43210, United States|OU Health Stephenson Cancer Center, Oklahoma City, Oklahoma, 73104, United States|Thomas Jefferson University, Sidney Kimmel Cancer Center, Philadelphia, Pennsylvania, 19107, United States|Sarah Cannon Research Institute (SCRI) - Oncology Partners, Nashville, Tennessee, 37203, United States|The University of Texas MD Anderson Cancer Center, Houston, Texas, 77030, United States",,37203
solid,NCT06241456,"FT825/ONO-8250, an Off-the-Shelf, HER2 CAR-T, With or Without Monoclonal Antibodies in Advanced Solid Tumors",Fate Therapeutics,PHASE1,351,INDUSTRY,"Banner MD Anderson Cancer Center, Gilbert, Arizona, 85234, United States|University of California San Diego Moores Cancer Center, La Jolla, California, 92037, United States|Yale New Haven Hospital - Yale Cancer Center, New Haven, Connecticut, 06510, United States|University of Chicago Medical Center, Chicago, Illinois, 60637, United States|Karmanos Cancer Institute, Detroit, Michigan, 48201, United States|University of Minnesota Medical School, Minneapolis, Minnesota, 55455, United States|Washington University School of Medicine, St Louis, Missouri, 63110, United States|Memorial Sloan Kettering Cancer Center, New York, New York, 10065, United States|Oncology Hematology Care Clinial Trials, Cincinnati, Ohio, 45242, United States|Ohio State University - Comprehensive Cancer Center, Columbus, Ohio, 43210, United States|OU Health Stephenson Cancer Center, Oklahoma City, Oklahoma, 73104, United States|Thomas Jefferson University, Sidney Kimmel Cancer Center, Philadelphia, Pennsylvania, 19107, United States|Sarah Cannon Research Institute (SCRI) - Oncology Partners, Nashville, Tennessee, 37203, United States|The University of Texas MD Anderson Cancer Center, Houston, Texas, 77030, United States",,77030
solid,NCT06803875,Study of hALK.CAR T Cells for Patients With Relapsed/Refractory High-risk Neuroblastoma,Roberto Chiarle,PHASE1|PHASE2,42,OTHER,"Boston Children's Hospital, Boston, Massachusetts, 02115, United States|Dana-Farber Cancer Institute, Boston, Massachusetts, 02115, United States",,02115
solid,NCT07285694,"AB-3028, a Programmable Circuit T Cell Therapy in Patients With Castration Resistant Prostate Cancer (CRPC)","Arsenal Biosciences, Inc.",PHASE1|PHASE2,190,INDUSTRY,"University of Iowa and Holden Comprehensive Cancer Center, Iowa City, Iowa, 52242, United States",,52242
solid,NCT05660369,CARv3-TEAM-E T Cells in Glioblastoma,"Marcela V. Maus, M.D.,Ph.D.",PHASE1,21,OTHER,"Massachusetts General Hospital Cancer Center, Boston, Massachusetts, 02215, United States",,02215
solid,NCT06500819,Autologous B7-H3 Chimeric Antigen Receptor T Cells in Relapsed/Refractory Solid Tumors,"Crystal Mackall, MD",PHASE1,41,OTHER,"Stanford University, Palo Alto, California, 94304, United States",,94304
solid,NCT07137494,A Study of MB-CART19.1 Cellular Therapy for People With Central Nervous System Lymphoma (CNSL),Memorial Sloan Kettering Cancer Center,PHASE1,12,OTHER,"Memorial Sloan Kettering Cancer Center (All Protocol Activities), New York, New York, 10065, United States",,10065
solid,NCT07209241,Different Approaches for CART-EGFR-IL13Ra2 Dosing in Recurrent GBM,University of Pennsylvania,PHASE1,12,OTHER,"University of Pennsylvania, Philadelphia, Pennsylvania, 19104, United States",,19104
solid,NCT04991948,Study of Pembrolizumab Treatment After CYAD-101 With FOLFOX Preconditioning in Metastatic Colorectal Cancer,Celyad Oncology SA,PHASE1,34,INDUSTRY,"Mayo Clinic, Jacksonville, Florida, 32224, United States|Moffit Cancer Center, Tampa, Florida, 33612, United States|UZ Antwerpen, Edegem, 2650, Belgium|UZ Gent, Ghent, 9000, Belgium|UZ Leuven, Leuven, 3000, Belgium",,32224
solid,NCT04991948,Study of Pembrolizumab Treatment After CYAD-101 With FOLFOX Preconditioning in Metastatic Colorectal Cancer,Celyad Oncology SA,PHASE1,34,INDUSTRY,"Mayo Clinic, Jacksonville, Florida, 32224, United States|Moffit Cancer Center, Tampa, Florida, 33612, United States|UZ Antwerpen, Edegem, 2650, Belgium|UZ Gent, Ghent, 9000, Belgium|UZ Leuven, Leuven, 3000, Belgium",,33612
solid,NCT06973096,CART-EGFR-IL13Ra2 in Newly Diagnosed GBM Following Initial Radiotherapy,University of Pennsylvania,PHASE1,9,OTHER,"University of Pennsylvania, Philadelphia, Pennsylvania, 19104, United States",,19104
